numeric_code,iso_code,country,year,human_development_groups,hdi_rank_2021,undp_developing_regions,least_devpd_country,landlock_deving_country,small_island_deving_country,population,gdp,happiness_index,gini_index,income_group,happiness_index_rank_62,co2_per_capita,consumption_co2_per_capita,material_footprint_per_capita,energy_per_capita,renewables_consumption,temperature_change_from_co2,share_global_co2,land_use_change_co2_per_capita,continent,sub_continent_un,hemisphere,latitude,longitude,co2_consumption_production_gap,co2_consumption_production_ratio,happiness_per_co2,happiness_per_consumption_co2,happiness_per_material_footprint,happiness_per_energy,inequality_adjusted_happiness,ineq_adj_happiness_per_co2,ineq_adj_happiness_per_consumption_co2,ineq_adj_happiness_per_material_footprint,ineq_adj_happiness_per_energy,co2_per_energy,material_footprint_per_energy
32,ARG,Argentina,2014,Very High,47,LAC,False,False,False,43024071,827750786191.0,6.568,41.8,Upper middle income,23,4.382,4.455,16.57,23080.285,102.627,0.008,0.532,4.132,America,Latin America and the Caribbean,Southern Hemisphere,-34.0,-64.0,0.0730000000000004,1.0166590597900502,1.4988589685075309,1.4742985409652076,0.39637899818949907,0.00028457187595387146,3.822576,0.872335919671383,0.8580417508417508,0.23069257694628847,0.0001656208318051532,0.00018985900737360911,0.0007179287430809455
32,ARG,Argentina,2015,Very High,47,LAC,False,False,False,43477011,850356641236.0,6.574,42.05,Upper middle income,23,4.412,4.742,17.85,23230.486,103.185,0.008,0.542,2.562,America,Latin America and the Caribbean,Southern Hemisphere,-34.0,-64.0,0.33000000000000007,1.0747960108794197,1.4900271985494107,1.3863348797975537,0.3682913165266106,0.00028299020519846206,3.809633,0.8634707615593835,0.8033810628426824,0.21342481792717083,0.00016399282391250876,0.00018992284535071714,0.0007683868516569133
32,ARG,Argentina,2016,Very High,47,LAC,False,False,False,43900312,832669278245.0,6.65,42.3,Upper middle income,20,4.328,4.337,16.95,22909.215,95.882,0.008,0.537,2.457,America,Latin America and the Caribbean,Southern Hemisphere,-34.0,-64.0,0.008999999999999453,1.002079482439926,1.5365064695009243,1.5333179617246946,0.392330383480826,0.0002902762054483316,3.83705,0.8865642329020332,0.8847244639151488,0.2263746312684366,0.00016748937054368734,0.00018891961160607206,0.0007398769447141684
32,ARG,Argentina,2017,Very High,47,LAC,False,False,False,44288898,856142153676.0,6.599,41.4,Upper middle income,21,4.224,4.363,18.75,22511.016,103.551,0.008,0.52,1.822,America,Latin America and the Caribbean,Southern Hemisphere,-34.0,-64.0,0.13900000000000023,1.032907196969697,1.5622632575757576,1.5124914049965619,0.3519466666666667,0.00029314536491822495,3.8670140000000006,0.915486268939394,0.8863199633279853,0.2062407466666667,0.00017178318384207983,0.00018764146407252344,0.0008329255329923803
32,ARG,Argentina,2018,Very High,47,LAC,False,False,False,44654876,833736983405.0,6.388,41.7,Upper middle income,23,4.087,4.114,16.88,22081.684,106.101,0.008,0.497,2.539,America,Latin America and the Caribbean,Southern Hemisphere,-34.0,-64.0,0.027000000000000135,1.0066063126988012,1.563004648886714,1.5527467185221195,0.37843601895734597,0.0002892895306354352,3.724204,0.9112317103009543,0.9052513368983958,0.2206281990521327,0.00016865579636045873,0.0001850855215571421,0.0007644344516477999
32,ARG,Argentina,2019,Very High,47,LAC,False,False,False,44973469,817053926667.0,6.086,43.3,Upper middle income,31,4.012,3.84,15.81,20582.312,105.008,0.009,0.487,3.597,America,Latin America and the Caribbean,Southern Hemisphere,-34.0,-64.0,-0.1719999999999997,0.9571286141575275,1.516949152542373,1.5848958333333334,0.3849462365591398,0.0002956907853694959,3.4507619999999997,0.8601101694915254,0.8986359374999999,0.21826451612903222,0.00016765667530450415,0.00019492465180782407,0.0007681352804291374
32,ARG,Argentina,2020,Very High,47,LAC,False,False,False,45191960,735814250460.0,5.975,42.7,Upper middle income,38,3.643,3.542,15.81,19117.824,101.519,0.009,0.468,2.855,America,Latin America and the Caribbean,Southern Hemisphere,-34.0,-64.0,-0.10099999999999998,0.9722755970354103,1.6401317595388416,1.6869000564652739,0.3779253636938646,0.00031253556890156536,3.4236749999999994,0.9397954982157561,0.9665937323546018,0.21655123339658439,0.0001790828809805969,0.00019055515941563222,0.0008269769613947697
32,ARG,Argentina,2021,Very High,47,LAC,False,False,False,45312282,812324184006.0,5.929,42.4,Upper middle income,39,4.197,4.023,15.81,20925.615,103.147,0.009,0.516,3.484,America,Latin America and the Caribbean,Southern Hemisphere,-34.0,-64.0,-0.17400000000000038,0.9585418155825589,1.4126757207529188,1.473775789212031,0.3750158127767236,0.0002833369532986247,3.4151040000000004,0.8137012151536813,0.8488948545861299,0.2160091081593928,0.0001632020851000078,0.0002005675818846901,0.0007555333499158805
36,AUS,Australia,2013,Very High,5,NOTAPPLICABLE,False,False,False,23236271,1086068056518.0,7.35,34.4,High income,9,17.122,16.621,45.97,66946.461,95.674,0.013,1.128,7.076,Oceania,Australia and New Zealand,Southern Hemisphere,-27.0,133.0,-0.5010000000000012,0.97073939960285,0.4292722812755519,0.44221165994825823,0.15988688274961932,0.00010978922395912759,4.8216,0.28160261651676205,0.2900908489260574,0.10488579508375027,7.20217309171877e-05,0.00025575661124192957,0.0006866681122994687
36,AUS,Australia,2014,Very High,5,NOTAPPLICABLE,False,False,False,23595599,1113888062929.0,7.317,34.4,High income,8,16.639,16.296,47.8,66387.727,88.418,0.013,1.107,3.546,Oceania,Australia and New Zealand,Southern Hemisphere,-27.0,133.0,-0.34299999999999997,0.9793857803954564,0.4397499849750586,0.4490058910162003,0.1530753138075314,0.00011021615486247933,4.799952,0.28847599014363845,0.2945478645066274,0.1004174058577406,7.230179758978644e-05,0.0002506336751068462,0.0007200126011243012
36,AUS,Australia,2015,Very High,5,NOTAPPLICABLE,False,False,False,23947997,1139303344945.0,7.284,34.05,High income,8,16.727,16.169,46.91,66879.32,95.058,0.013,1.131,1.59,Oceania,Australia and New Zealand,Southern Hemisphere,-27.0,133.0,-0.5579999999999998,0.9666407604471812,0.43546362168948405,0.45049168161296305,0.15527606054146237,0.00010891259061844527,4.803798,0.2871882585042147,0.2970992640237491,0.10240456192709443,7.182785351286465e-05,0.0002501072080278328,0.00070141263398013
36,AUS,Australia,2016,Very High,5,NOTAPPLICABLE,False,False,False,24329963,1169967279612.0,7.313,33.7,High income,7,16.838,16.026,46.32,66045.68,108.587,0.013,1.157,3.922,Oceania,Australia and New Zealand,Southern Hemisphere,-27.0,133.0,-0.8120000000000012,0.9517757453379261,0.434315239339589,0.4563209784100836,0.15787996545768565,0.00011072639421685114,4.8485190000000005,0.28795100368214754,0.30254080868588545,0.1046744170984456,7.341159936577231e-05,0.0002549447594452809,0.0007013327745281751
36,AUS,Australia,2017,Very High,5,NOTAPPLICABLE,False,False,False,24731044,1197832839959.0,7.284,34.0,High income,7,16.716,16.013,48.27,64778.02,101.723,0.013,1.149,3.634,Oceania,Australia and New Zealand,Southern Hemisphere,-27.0,133.0,-0.7029999999999994,0.9579444843263939,0.43575017946877237,0.4548804096671454,0.15090118085767557,0.0001124455486598695,4.80744,0.2875951184493898,0.3002210703803159,0.09959477936606587,7.421406211551387e-05,0.00025805049305304486,0.000745160163895099
36,AUS,Australia,2018,Very High,5,NOTAPPLICABLE,False,False,False,25119700,1231576952488.0,7.272,34.3,High income,8,16.512,15.382,47.7,64726.418,127.007,0.014,1.129,2.028,Oceania,Australia and New Zealand,Southern Hemisphere,-27.0,133.0,-1.1300000000000008,0.9315649224806201,0.44040697674418605,0.4727603692627747,0.15245283018867925,0.00011234979819213849,4.777704,0.2893473837209302,0.310603562605643,0.10016150943396225,7.381381741223499e-05,0.0002551044922646577,0.000736947933686057
36,AUS,Australia,2019,Very High,5,NOTAPPLICABLE,False,False,False,25482714,1255505542015.0,7.228,34.05,High income,9,16.283,15.055,46.82,65938.531,140.546,0.014,1.119,1.538,Oceania,Australia and New Zealand,Southern Hemisphere,-27.0,133.0,-1.2280000000000015,0.924583921881717,0.44389854449425775,0.48010627698439057,0.15437847073900043,0.0001096172433686762,4.766865999999999,0.292751090093963,0.31663008967120554,0.10181260145237077,7.229257200164194e-05,0.0002469421103724619,0.0007100552482735777
36,AUS,Australia,2020,Very High,5,NOTAPPLICABLE,False,False,False,25743787,1232259790388.0,7.223,33.8,High income,10,15.481,14.541,46.82,61584.258,162.166,0.014,1.134,3.649,Oceania,Australia and New Zealand,Southern Hemisphere,-27.0,133.0,-0.9399999999999995,0.9392804082423616,0.46657192687810867,0.49673337459597,0.1542716787697565,0.00011728646629143441,4.781626,0.3088706155933079,0.32883749398253215,0.10212785134557882,7.764364068492958e-05,0.00025137917550293454,0.0007602592207898324
36,AUS,Australia,2021,Very High,5,NOTAPPLICABLE,False,False,False,25956417,1296705194119.0,7.183,33.8,High income,9,14.966,13.99,46.82,61230.445,193.787,0.014,1.054,2.229,Oceania,Australia and New Zealand,Southern Hemisphere,-27.0,133.0,-0.9759999999999991,0.9347855138313511,0.4799545636776694,0.5134381701215154,0.1534173430158052,0.00011731092269540096,4.755146,0.3177299211546171,0.33989606862044314,0.10156228107646305,7.765983082435544e-05,0.00024442089225384527,0.0007646522902128182
40,AUT,Austria,2013,Very High,25,NOTAPPLICABLE,False,False,False,8481411,352182904722.0,7.369,30.8,High income,8,7.989,10.749,27.32,48441.508,137.063,0.002,0.192,0.001,Europe,Western Europe,Northern Hemisphere,47.3333,13.3333,2.7600000000000007,1.345475028163725,0.9223932907748154,0.6855521443855241,0.2697291361639824,0.0001521216061234097,5.099347999999999,0.6382961572161722,0.47440208391478267,0.1866525622254758,0.0001052681514373995,0.00016492054706471976,0.0005639791395428895
40,AUT,Austria,2014,Very High,25,NOTAPPLICABLE,False,False,False,8547812,354511819035.0,7.2844999999999995,30.5,High income,10,7.506,10.761,27.48,46197.699,135.54,0.002,0.181,-0.005,Europe,Western Europe,Northern Hemisphere,47.3333,13.3333,3.254999999999999,1.4336530775379694,0.9704902744471089,0.6769352290679305,0.2650836972343522,0.00015768101350675494,5.0627275,0.6744907407407408,0.47046998420221176,0.18423316957787483,0.0001095883043871947,0.00016247562459766664,0.0005948348206693152
40,AUT,Austria,2015,Very High,25,NOTAPPLICABLE,False,False,False,8644037,358108266932.0,7.2,30.5,High income,10,7.677,10.082,26.4,45856.262,128.618,0.002,0.187,-0.08,Europe,Western Europe,Northern Hemisphere,47.3333,13.3333,2.405000000000001,1.3132734140940474,0.9378663540445488,0.7141440190438405,0.27272727272727276,0.00015701236180131733,5.0040000000000004,0.6518171160609614,0.49633009323546917,0.18954545454545457,0.00010912359145191555,0.0001674144307706546,0.0005757119932714969
40,AUT,Austria,2016,Very High,25,NOTAPPLICABLE,False,False,False,8737920,365232738553.0,7.119,30.8,High income,10,7.693,10.155,26.89,46881.992,136.689,0.002,0.19,-0.118,Europe,Western Europe,Northern Hemisphere,47.3333,13.3333,2.4619999999999997,1.3200311971922527,0.9253867151956324,0.7010339734121123,0.2647452584603942,0.00015184934974606028,4.926347999999999,0.6403676069153775,0.4851155096011816,0.18320371885459275,0.0001050797500242737,0.00016409285680523132,0.000573567778433988
40,AUT,Austria,2017,Very High,25,NOTAPPLICABLE,False,False,False,8798779,373481694490.0,7.006,29.7,High income,10,7.91,10.071,25.62,47457.57,136.104,0.002,0.193,-0.078,Europe,Western Europe,Northern Hemisphere,47.3333,13.3333,2.1609999999999996,1.273198482932996,0.8857142857142857,0.6956608082613445,0.27345823575331774,0.00014762660625059396,4.925218000000001,0.622657142857143,0.4890495482077253,0.1922411397345824,0.00010378150419416756,0.0001666752006055093,0.0005398506497488177
40,AUT,Austria,2018,Very High,25,NOTAPPLICABLE,False,False,False,8841653,382540042762.0,7.139,30.8,High income,10,7.529,10.007,25.39,46190.699,132.866,0.002,0.181,-0.044,Europe,Western Europe,Northern Hemisphere,47.3333,13.3333,2.4779999999999998,1.329127374153274,0.9482002922034799,0.7134006195663036,0.2811736904293029,0.00015455492457475044,4.940188,0.656154602204808,0.4936732287398821,0.19457219377707757,0.0001069520078057273,0.00016299818281598205,0.0005496777608842854
40,AUT,Austria,2019,Very High,25,NOTAPPLICABLE,False,False,False,8880876,388344674039.0,7.246,30.2,High income,8,7.651,9.753,24.62,48188.984,143.464,0.002,0.183,-0.078,Europe,Western Europe,Northern Hemisphere,47.3333,13.3333,2.1020000000000003,1.2747353287152006,0.9470657430401256,0.7429508869065928,0.2943135662063363,0.00015036631608585067,5.057708,0.6610518886420076,0.5185797190608018,0.20543086921202272,0.00010495568862792377,0.0001587707265212315,0.0005109051479483362
40,AUT,Austria,2020,Very High,25,NOTAPPLICABLE,False,False,False,8921402,363281092036.0,7.294,29.8,High income,7,6.97,8.833,24.62,44852.156,144.513,0.003,0.177,-0.09,Europe,Western Europe,Northern Hemisphere,47.3333,13.3333,1.8630000000000004,1.2672883787661406,1.0464849354375896,0.8257670100758518,0.2962632006498781,0.0001626231746808336,5.120387999999999,0.7346324246771879,0.5796884410732479,0.2079767668562144,0.00011416146862594519,0.00015539944166786541,0.0005489145270965347
40,AUT,Austria,2021,Very High,25,NOTAPPLICABLE,False,False,False,8967053,379835198584.0,7.268,30.7,High income,8,7.333,9.535,24.62,45314.195,138.067,0.003,0.178,-0.058,Europe,Western Europe,Northern Hemisphere,47.3333,13.3333,2.202,1.3002863766534842,0.9911359607254875,0.7622443628736234,0.2952071486596263,0.0001603912416407265,5.036724,0.6868572207827629,0.5282353434714211,0.20457855402112105,0.00011115113045702346,0.0001618256707418062,0.0005433176072089552
56,BEL,Belgium,2013,Very High,13,NOTAPPLICABLE,False,False,False,11160277,425993254852.0,6.967,27.7,High income,16,9.213,18.527,30.08,62894.422,36.852,0.005,0.291,0.208,Europe,Western Europe,Northern Hemisphere,50.8333,4.0,9.314000000000002,2.010962769998915,0.7562140453706719,0.3760457710368651,0.2316156914893617,0.00011077293945081489,5.037141,0.5467427548029958,0.2718810924596535,0.16745814494680852,8.008883522293917e-05,0.00014648357846423963,0.0004782618083365167
56,BEL,Belgium,2014,Very High,13,NOTAPPLICABLE,False,False,False,11210113,432717694183.0,6.952,28.1,High income,16,8.66,18.472,30.04,58059.273,38.442,0.006,0.274,0.293,Europe,Western Europe,Northern Hemisphere,50.8333,4.0,9.812000000000001,2.133025404157044,0.8027713625866051,0.3763533997401472,0.23142476697736353,0.00011973970118433966,4.998488,0.577192609699769,0.27059809441316585,0.16639440745672437,8.609284515154023e-05,0.00014915791315540586,0.0005174022761187519
56,BEL,Belgium,2015,Very High,13,NOTAPPLICABLE,False,False,False,11275332,441551470878.0,6.937,27.7,High income,16,8.987,17.884,29.32,58306.633,42.857,0.006,0.286,0.391,Europe,Western Europe,Northern Hemisphere,50.8333,4.0,8.897,1.9899855346611772,0.7718927339490376,0.3878886155222545,0.2365961800818554,0.00011897445698845275,5.0154510000000005,0.5580784466451542,0.28044346902259004,0.17105903819918147,8.601853240265135e-05,0.0001541334070859485,0.0005028587399310126
56,BEL,Belgium,2016,Very High,13,NOTAPPLICABLE,False,False,False,11332707,447144517813.0,6.929,27.6,High income,14,8.808,18.298,29.39,62607.219,44.179,0.006,0.282,0.252,Europe,Western Europe,Northern Hemisphere,50.8333,4.0,9.489999999999998,2.077429609445958,0.7866712079927339,0.37867526505629034,0.2357604627424294,0.00011067413807343847,5.016596,0.5695499545867393,0.2741608919007542,0.17069057502551888,8.012807596516945e-05,0.00014068665148662807,0.00046943468292370567
56,BEL,Belgium,2017,Very High,13,NOTAPPLICABLE,False,False,False,11376583,454386396677.0,6.891,27.4,High income,14,8.727,17.846,34.02,62940.031,48.534,0.006,0.276,0.358,Europe,Western Europe,Northern Hemisphere,50.8333,4.0,9.119,2.044918070356365,0.7896184255757992,0.3861369494564608,0.20255731922398587,0.00010948517009786665,5.002866,0.5732629769680302,0.2803354253053906,0.14705661375661375,7.948623349105119e-05,0.0001386557944339112,0.0005405145097561201
56,BEL,Belgium,2018,Very High,13,NOTAPPLICABLE,False,False,False,11428608,462533269863.0,6.927,27.2,High income,13,8.772,18.542,34.48,62492.762,51.595,0.006,0.273,0.326,Europe,Western Europe,Northern Hemisphere,50.8333,4.0,9.770000000000001,2.1137710898312814,0.789671682626539,0.37358429511379565,0.20089907192575407,0.00011084483671885072,5.042856,0.5748809849521204,0.27196936684284323,0.14625452436194897,8.069504113132332e-05,0.00014036825576696385,0.0005517438963571493
56,BEL,Belgium,2019,Very High,13,NOTAPPLICABLE,False,False,False,11490623,472897988852.0,6.923,27.2,High income,15,8.685,17.795,33.45,64258.418,56.982,0.006,0.269,0.338,Europe,Western Europe,Northern Hemisphere,50.8333,4.0,9.110000000000001,2.0489349453080026,0.7971214738054115,0.38904186569261023,0.20696562032884902,0.00010773685713831299,5.039944,0.5803044329303396,0.28322247822422025,0.1506709715994021,7.843243199669186e-05,0.00013515738902878066,0.0005205543653440084
56,BEL,Belgium,2020,Very High,13,NOTAPPLICABLE,False,False,False,11540102,447544069854.0,6.864,26.0,High income,17,7.908,15.8,33.45,57530.324,68.902,0.006,0.26,0.293,Europe,Western Europe,Northern Hemisphere,50.8333,4.0,7.892,1.997976732422863,0.8679817905918057,0.4344303797468354,0.20520179372197309,0.00011931099153900124,5.079359999999999,0.6423065250379362,0.3214784810126582,0.15184932735426007,8.829013373886091e-05,0.00013745794304930389,0.0005814324981030874
56,BEL,Belgium,2021,Very High,13,NOTAPPLICABLE,False,False,False,11570843,474995824355.0,6.834,26.6,High income,17,8.204,17.442,33.45,63805.598,67.433,0.006,0.257,0.255,Europe,Western Europe,Northern Hemisphere,50.8333,4.0,9.238,2.1260360799609943,0.8330082886396879,0.391812865497076,0.204304932735426,0.0001071065896130305,5.016156,0.6114280838615309,0.2875906432748538,0.14995982062780266,7.861623677596439e-05,0.0001285780598749345,0.0005242486717231301
50,BGD,Bangladesh,2013,Medium,129,SA,True,False,False,156532134,486135250102.0,4.804,32.4,Lower middle income,57,0.414,0.41,2.91,1958.554,2.491,0.002,0.184,0.064,Asia,Southern Asia,Northern Hemisphere,24.0,90.0,-0.0040000000000000036,0.9903381642512077,11.603864734299519,11.717073170731709,1.6508591065292095,0.0024528299960072586,3.2475039999999997,7.844212560386473,7.920741463414634,1.1159807560137456,0.0016581130773009065,0.000211380436791633,0.0014857900267237973
50,BGD,Bangladesh,2014,Medium,129,SA,True,False,False,157964931,516793803718.0,4.7490000000000006,32.4,Lower middle income,58,0.428,0.676,2.15,2016.64,2.185,0.002,0.19,0.067,Asia,Southern Asia,Northern Hemisphere,24.0,90.0,0.24800000000000005,1.5794392523364487,11.095794392523366,7.025147928994083,2.208837209302326,0.002354907172326246,3.210324,7.5007570093457945,4.749,1.4931739534883721,0.0015919172484925418,0.00021223421136147254,0.0010661298000634717
50,BGD,Bangladesh,2015,Medium,129,SA,True,False,False,159383179,552104723056.0,4.694,32.4,Lower middle income,56,0.483,0.482,2.54,2416.201,3.053,0.002,0.217,0.079,Asia,Southern Asia,Northern Hemisphere,24.0,90.0,-0.0010000000000000009,0.9979296066252588,9.718426501035196,9.738589211618258,1.848031496062992,0.0019427191694730696,3.1731439999999997,6.569656314699793,6.583286307053942,1.2492692913385826,0.0013132781585637949,0.00019990058774083778,0.0010512370452623768
50,BGD,Bangladesh,2016,Medium,129,SA,True,False,False,160811934,589932630231.0,4.643,32.4,Lower middle income,57,0.508,0.787,2.33,2404.679,2.861,0.002,0.231,0.071,Asia,Southern Asia,Northern Hemisphere,24.0,90.0,0.279,1.549212598425197,9.13976377952756,5.899618805590851,1.9927038626609441,0.0019308190407118786,3.1386679999999996,6.178480314960629,3.9881423125794147,1.3470678111587981,0.00130523367152123,0.00021125480781426542,0.0009689442956835403
50,BGD,Bangladesh,2017,Medium,129,SA,True,False,False,162186146,630957812405.0,4.608,32.4,Lower middle income,60,0.534,0.826,2.37,2484.585,3.451,0.002,0.241,0.072,Asia,Southern Asia,Northern Hemisphere,24.0,90.0,0.2919999999999999,1.5468164794007488,8.629213483146065,5.578692493946731,1.9443037974683541,0.0018546356836252331,3.1150079999999996,5.833348314606741,3.77119612590799,1.3143493670886073,0.0012537337221306575,0.00021492522896177834,0.0009538816341562072
50,BGD,Bangladesh,2018,Medium,129,SA,True,False,False,163523109,678912369102.0,4.5,32.4,Lower middle income,59,0.53,0.852,2.84,2631.359,3.046,0.002,0.236,0.104,Asia,Southern Asia,Northern Hemisphere,24.0,90.0,0.32199999999999995,1.6075471698113206,8.49056603773585,5.281690140845071,1.5845070422535212,0.0017101429337464027,3.042,5.739622641509433,3.5704225352112675,1.0711267605633803,0.001156056623212568,0.00020141683441902075,0.0010792902070755072
50,BGD,Bangladesh,2019,Medium,129,SA,True,False,False,164913060,717214595514.0,4.456,32.4,Lower middle income,59,0.575,0.901,2.88,2926.16,3.085,0.002,0.256,0.098,Asia,Southern Asia,Northern Hemisphere,24.0,90.0,0.32600000000000007,1.5669565217391306,7.749565217391305,4.945615982241954,1.5472222222222225,0.001522814883670066,3.012256,5.238706086956522,3.34323640399556,1.0459222222222222,0.0010294228613609644,0.00019650326708040572,0.0009842250594635973
50,BGD,Bangladesh,2020,Medium,129,SA,True,False,False,166298024,754358367084.0,4.833,32.4,Lower middle income,57,0.576,0.894,2.88,2750.767,2.985,0.002,0.272,0.086,Asia,Southern Asia,Northern Hemisphere,24.0,90.0,0.31800000000000006,1.5520833333333335,8.390625000000002,5.406040268456376,1.678125,0.001756964512079722,3.267108,5.6720625,3.65448322147651,1.1344125,0.001187708010165892,0.00020939614296667074,0.0010469807148333538
50,BGD,Bangladesh,2021,Medium,129,SA,True,False,False,167658855,807308397444.0,5.025,32.4,Lower middle income,54,0.588,0.942,2.88,2937.336,3.301,0.002,0.267,0.079,Asia,Southern Asia,Northern Hemisphere,24.0,90.0,0.354,1.6020408163265305,8.545918367346939,5.334394904458599,1.744791666666667,0.001710733807776843,3.3969,5.777040816326531,3.606050955414013,1.1794791666666666,0.0011564560540571458,0.00020018138885030519,0.0009804802719198622
100,BGR,Bulgaria,2013,High,68,NOTAPPLICABLE,False,False,False,7264605,109643527181.0,3.981,36.6,Upper middle income,62,5.862,5.168,17.08,27270.346,19.013,0.002,0.121,-0.968,Europe,Eastern Europe,Northern Hemisphere,43.0,25.0,-0.694,0.8816103718867281,0.6791197543500511,0.7703173374613003,0.23307962529274007,0.00014598274624018337,2.523954,0.4305619242579324,0.48838119195046437,0.14777248243559718,9.255306111627626e-05,0.00021495876876663023,0.0006263213528717237
